Record_ID,Date,Crop_Name,Variety,Market_Name,District,Quantity_Arrived_kg,Demand_Level,Supply_Level,Weather,Festival_Season,Transportation_Cost,Distance_to_Market_km,Crop_Quality,Storage_Days,Buyer_Type,Farmer_Experience_Years,Market_Competition,Fuel_Price_per_Litre,Profit
R04211,15-03-2025,Beetroot,Local,Coimbatore Market,Coimbatore,3626,Medium,High,Rainy,No,1493,113,Grade B,3,Supermarket,28,High,92,76541
R04212,16-10-2026,Brinjal,Premium,Namakkal Market,Coimbatore,697,Low,High,Rainy,Yes,2293,180,Grade B,9,Retailer,25,Medium,102,56586
R04213,28-01-2025,Beans,Premium,Erode Market,Chennai,445,Low,Medium,Rainy,No,3044,238,Grade A,10,Wholesaler,4,Low,98,66804
R04214,02-12-2025,Cabbage,Hybrid,Karur Market,Tiruppur,4474,Medium,High,Sunny,Yes,1441,225,Grade A,1,Retailer,25,Medium,113,113625
R04215,27-11-2026,Ladies Finger,Hybrid,Namakkal Market,Trichy,1044,Medium,Medium,Sunny,Yes,879,134,Grade C,0,Wholesaler,19,Low,90,86510
R04216,23-01-2026,Radish,Premium,Namakkal Market,Salem,654,Medium,Low,Cloudy,No,3622,139,Grade B,0,Retailer,32,High,102,91864
R04217,26-05-2025,Onion,Local,Tiruppur Market,Namakkal,990,Low,Low,Sunny,No,3391,183,Grade B,7,Exporter,24,High,109,81658
R04218,07-07-2026,Tomato,Premium,Erode Market,Tiruppur,3500,Medium,High,Rainy,Yes,2040,113,Grade B,5,Wholesaler,10,Low,107,99723
R04219,21-01-2026,Drumstick,Local,Coimbatore Market,Salem,923,Low,Low,Rainy,No,400,228,Grade C,12,Wholesaler,39,High,98,41992
R04220,12-05-2026,Chilli,Local,Trichy Market,Karur,4581,Low,High,Cloudy,No,251,198,Grade C,4,Supermarket,29,Medium,90,84865
R04221,25-04-2026,Ladies Finger,Premium,Trichy Market,Madurai,2645,Medium,Medium,Sunny,No,3222,101,Grade B,12,Retailer,39,Medium,95,107375
R04222,31-03-2025,Carrot,Local,Madurai Market,Dindigul,1579,High,Medium,Sunny,Yes,4159,212,Grade B,2,Retailer,13,Low,115,95777
R04223,15-04-2025,Cauliflower,Hybrid,Karur Market,Coimbatore,4656,Medium,Low,Cloudy,No,477,228,Grade C,10,Retailer,8,High,97,87022
R04224,21-06-2026,Chilli,Local,Coimbatore Market,Dindigul,251,Medium,Medium,Rainy,Yes,3433,175,Grade B,5,Retailer,39,Low,90,78952
R04225,05-10-2025,Potato,Local,Erode Market,Karur,3095,High,Low,Cloudy,Yes,4116,63,Grade A,2,Exporter,26,Medium,117,136569
R04226,25-02-2026,Beans,Local,Salem Market,Trichy,980,Low,High,Cloudy,No,393,184,Grade A,9,Retailer,4,Low,120,54950
R04227,24-11-2026,Ladies Finger,Hybrid,Dindigul Market,Dindigul,1629,Low,Low,Cloudy,Yes,2422,70,Grade B,0,Exporter,28,Low,117,110855
R04228,20-12-2025,Ladies Finger,Premium,Salem Market,Salem,1199,Low,High,Cloudy,No,2472,214,Grade C,12,Retailer,36,Low,113,63796
R04229,29-07-2026,Potato,Hybrid,Chennai Market,Dindigul,1073,Medium,Low,Sunny,Yes,1136,186,Grade B,5,Supermarket,23,Medium,113,100998
R04230,04-03-2025,Beetroot,Hybrid,Erode Market,Karur,1532,Low,High,Rainy,Yes,4725,110,Grade A,14,Retailer,34,Medium,119,65511
R04231,24-04-2025,Carrot,Hybrid,Madurai Market,Karur,2614,Medium,Low,Sunny,No,1469,236,Grade A,11,Exporter,4,High,97,112367
R04232,18-03-2026,Cabbage,Premium,Chennai Market,Dindigul,1630,Medium,Medium,Sunny,No,1730,207,Grade B,5,Retailer,17,High,103,85678
R04233,13-08-2026,Radish,Premium,Karur Market,Erode,669,High,Medium,Sunny,Yes,2067,127,Grade A,5,Exporter,5,Medium,105,109064
R04234,05-04-2025,Cauliflower,Premium,Namakkal Market,Salem,4175,Low,Low,Sunny,No,849,14,Grade A,13,Wholesaler,7,Low,107,106228
R04235,31-07-2025,Tomato,Premium,Madurai Market,Salem,253,High,Low,Cloudy,Yes,1200,219,Grade C,7,Supermarket,5,Medium,115,86894
R04236,11-09-2025,Onion,Premium,Erode Market,Karur,4966,Low,Low,Sunny,No,2094,25,Grade A,14,Wholesaler,37,High,106,133799
R04237,29-04-2026,Drumstick,Local,Karur Market,Namakkal,3879,Low,Low,Rainy,Yes,2679,41,Grade A,15,Exporter,33,Low,113,126640
R04238,25-08-2026,Tomato,Local,Namakkal Market,Namakkal,3597,Medium,Low,Rainy,No,3941,193,Grade A,14,Supermarket,10,Medium,97,98606
R04239,25-08-2026,Ladies Finger,Local,Madurai Market,Karur,2743,Medium,Low,Sunny,Yes,3972,165,Grade C,8,Supermarket,35,High,110,102386
R04240,10-12-2025,Beetroot,Premium,Erode Market,Dindigul,3037,Medium,Medium,Sunny,Yes,1880,71,Grade B,1,Wholesaler,24,High,107,103139
R04241,31-10-2026,Chilli,Hybrid,Chennai Market,Erode,176,High,High,Rainy,Yes,1047,118,Grade A,0,Exporter,18,High,100,84897
R04242,07-09-2025,Onion,Hybrid,Dindigul Market,Dindigul,3650,Medium,High,Cloudy,Yes,4780,195,Grade B,4,Supermarket,17,Medium,117,90941
R04243,23-05-2026,Beans,Hybrid,Madurai Market,Karur,4581,Low,High,Cloudy,No,4598,62,Grade B,6,Wholesaler,18,Medium,106,88208
R04244,23-03-2025,Beetroot,Premium,Erode Market,Coimbatore,1069,Medium,Low,Sunny,No,2292,204,Grade B,13,Wholesaler,6,Medium,107,75767
R04245,11-12-2026,Onion,Premium,Chennai Market,Erode,3281,Medium,High,Sunny,Yes,4242,17,Grade C,8,Supermarket,22,Low,109,108262
R04246,09-12-2026,Cauliflower,Hybrid,Dindigul Market,Salem,2055,High,Low,Cloudy,No,734,222,Grade C,0,Retailer,31,High,98,80071
R04247,15-06-2026,Drumstick,Hybrid,Salem Market,Chennai,1422,Medium,Medium,Cloudy,Yes,1985,20,Grade B,9,Exporter,13,High,108,87501
R04248,26-01-2025,Beetroot,Premium,Namakkal Market,Chennai,1677,Medium,High,Rainy,Yes,1526,190,Grade B,6,Supermarket,39,High,116,84065
R04249,05-01-2026,Cucumber,Local,Madurai Market,Madurai,1954,Low,High,Cloudy,No,2398,55,Grade A,7,Wholesaler,18,Medium,108,74582
R04250,13-08-2025,Cabbage,Hybrid,Erode Market,Tiruppur,4165,High,High,Sunny,No,4079,128,Grade A,1,Supermarket,15,High,105,110102
R04251,04-05-2025,Chilli,Premium,Karur Market,Trichy,1260,Medium,Low,Rainy,No,3685,85,Grade B,9,Supermarket,24,High,96,99745
R04252,06-09-2026,Drumstick,Local,Karur Market,Trichy,251,Low,Medium,Cloudy,No,3488,81,Grade C,11,Supermarket,20,Low,103,53725
R04253,07-02-2026,Chilli,Premium,Dindigul Market,Trichy,1324,Medium,Low,Sunny,Yes,3451,153,Grade A,0,Retailer,5,Low,110,121342
R04254,16-11-2026,Drumstick,Premium,Namakkal Market,Salem,1028,High,Low,Rainy,Yes,339,240,Grade A,1,Retailer,23,Medium,110,105319
R04255,25-10-2026,Cabbage,Hybrid,Salem Market,Madurai,4498,Medium,High,Sunny,No,590,24,Grade C,13,Retailer,38,Low,118,90314
R04256,07-09-2025,Drumstick,Premium,Tiruppur Market,Trichy,585,High,Medium,Rainy,No,4631,13,Grade B,2,Supermarket,3,Medium,110,99577
R04257,21-05-2026,Cucumber,Hybrid,Madurai Market,Chennai,393,Low,Low,Rainy,No,3968,217,Grade B,2,Exporter,15,Low,95,70070
R04258,24-06-2026,Cabbage,Hybrid,Tiruppur Market,Madurai,1985,Medium,Medium,Rainy,Yes,1705,62,Grade B,4,Retailer,32,High,108,86046
R04259,05-11-2026,Potato,Local,Erode Market,Karur,1528,High,High,Sunny,Yes,424,213,Grade C,10,Retailer,2,Low,104,68681
R04260,29-03-2025,Ladies Finger,Local,Chennai Market,Karur,817,Medium,Medium,Rainy,No,620,186,Grade B,12,Wholesaler,16,Low,91,73264
R04261,28-08-2026,Brinjal,Hybrid,Dindigul Market,Namakkal,3409,High,High,Cloudy,No,1817,71,Grade C,12,Supermarket,21,High,94,92431
R04262,18-09-2026,Cabbage,Hybrid,Tiruppur Market,Madurai,4006,Low,Low,Sunny,Yes,542,62,Grade C,0,Supermarket,30,Low,102,115823
R04263,15-11-2026,Cauliflower,Local,Madurai Market,Trichy,1546,Medium,Low,Rainy,Yes,1190,237,Grade A,2,Supermarket,1,Low,93,102047
R04264,02-04-2025,Potato,Premium,Chennai Market,Salem,522,Medium,High,Rainy,Yes,4585,131,Grade C,9,Retailer,20,Medium,101,66958
R04265,03-03-2026,Drumstick,Hybrid,Madurai Market,Namakkal,463,Medium,Low,Rainy,No,2130,168,Grade C,15,Wholesaler,30,High,101,66752
R04266,25-03-2025,Brinjal,Local,Chennai Market,Madurai,2731,Medium,High,Cloudy,No,1554,37,Grade A,9,Exporter,26,Medium,91,90568
R04267,27-02-2025,Ladies Finger,Hybrid,Trichy Market,Dindigul,111,High,Low,Rainy,Yes,3317,32,Grade C,7,Supermarket,36,Low,101,96052
R04268,14-04-2025,Brinjal,Local,Karur Market,Chennai,2535,Low,Low,Cloudy,No,2945,116,Grade A,8,Exporter,37,Medium,98,114699
R04269,18-11-2026,Brinjal,Premium,Chennai Market,Tiruppur,4737,Medium,Medium,Cloudy,No,3709,238,Grade A,5,Wholesaler,19,Low,91,123421
R04270,25-03-2025,Beetroot,Premium,Chennai Market,Salem,1564,High,Low,Cloudy,Yes,933,96,Grade A,15,Exporter,11,High,112,131105
R04271,04-10-2025,Potato,Local,Erode Market,Salem,994,Medium,Low,Sunny,Yes,2662,61,Grade B,5,Wholesaler,2,High,119,88350
R04272,21-05-2025,Brinjal,Local,Dindigul Market,Karur,3044,Medium,Medium,Rainy,No,1928,78,Grade A,7,Exporter,10,Low,91,95369
R04273,21-12-2026,Beans,Local,Chennai Market,Namakkal,915,High,Low,Cloudy,Yes,4305,118,Grade B,8,Exporter,33,High,101,99024
R04274,02-08-2025,Radish,Premium,Chennai Market,Salem,2729,High,Medium,Sunny,No,2851,167,Grade C,10,Retailer,21,Medium,93,100921
R04275,26-10-2025,Carrot,Hybrid,Coimbatore Market,Trichy,2065,High,Medium,Sunny,No,2127,5,Grade C,9,Exporter,3,Medium,117,96752
R04276,27-09-2025,Pumpkin,Local,Trichy Market,Trichy,1363,Medium,High,Rainy,Yes,4851,226,Grade C,12,Wholesaler,16,Medium,100,39714
R04277,18-12-2026,Beans,Premium,Coimbatore Market,Erode,2773,Medium,Low,Rainy,Yes,3706,56,Grade C,10,Supermarket,22,Medium,101,95191
R04278,07-01-2025,Pumpkin,Hybrid,Salem Market,Dindigul,3286,Medium,Low,Cloudy,Yes,2282,126,Grade B,1,Supermarket,26,High,97,118846
R04279,17-11-2025,Tomato,Hybrid,Erode Market,Karur,2042,Medium,Medium,Sunny,Yes,3950,97,Grade B,8,Exporter,4,Low,119,110979
R04280,10-10-2025,Potato,Premium,Chennai Market,Coimbatore,2068,High,Low,Cloudy,Yes,3319,144,Grade A,9,Retailer,10,Low,93,116244
R04281,30-01-2025,Brinjal,Hybrid,Trichy Market,Dindigul,4356,Low,High,Rainy,No,3386,11,Grade B,11,Wholesaler,20,High,108,70890
R04282,07-08-2025,Tomato,Premium,Tiruppur Market,Tiruppur,3680,Low,Medium,Rainy,Yes,3601,101,Grade A,11,Supermarket,32,Medium,120,110823
R04283,14-07-2025,Drumstick,Premium,Dindigul Market,Coimbatore,2237,Medium,Medium,Rainy,No,1773,111,Grade A,7,Wholesaler,6,High,110,79716
R04284,05-08-2025,Onion,Premium,Salem Market,Erode,483,High,Low,Sunny,Yes,1976,143,Grade B,15,Wholesaler,36,Low,118,114795
R04285,04-02-2025,Beans,Premium,Namakkal Market,Karur,4331,Low,High,Rainy,No,4721,203,Grade B,0,Exporter,25,Medium,106,89035
R04286,08-11-2026,Chilli,Hybrid,Madurai Market,Madurai,824,Medium,Medium,Sunny,Yes,2044,235,Grade C,2,Wholesaler,32,Low,115,87714
R04287,28-10-2025,Ladies Finger,Premium,Coimbatore Market,Erode,2307,Low,Medium,Cloudy,Yes,2085,76,Grade B,8,Exporter,16,High,118,94433
R04288,16-10-2025,Carrot,Premium,Chennai Market,Madurai,4090,Low,Medium,Rainy,Yes,940,214,Grade B,7,Supermarket,34,Medium,108,106008
R04289,28-02-2026,Potato,Local,Coimbatore Market,Madurai,1594,Low,Low,Sunny,Yes,1114,238,Grade C,4,Exporter,35,Medium,91,97889
R04290,24-04-2025,Beans,Local,Karur Market,Chennai,2748,High,Medium,Cloudy,No,604,93,Grade A,2,Exporter,25,Low,99,115106
R04291,13-06-2025,Cauliflower,Hybrid,Salem Market,Trichy,2604,Low,Medium,Cloudy,No,225,216,Grade B,2,Retailer,2,High,91,64159
R04292,24-02-2025,Pumpkin,Local,Tiruppur Market,Trichy,944,Low,Medium,Rainy,No,2318,221,Grade C,11,Exporter,18,Low,101,51954
R04293,03-06-2025,Beans,Hybrid,Madurai Market,Erode,3730,Medium,High,Sunny,Yes,3171,203,Grade A,14,Wholesaler,23,Medium,101,93846
R04294,30-01-2026,Carrot,Local,Namakkal Market,Madurai,2208,Low,Medium,Rainy,Yes,695,11,Grade A,0,Wholesaler,17,Low,90,99302
R04295,15-03-2025,Beetroot,Local,Namakkal Market,Namakkal,3176,Low,Medium,Cloudy,Yes,3257,176,Grade C,11,Exporter,35,Medium,99,98699
R04296,02-11-2025,Onion,Local,Salem Market,Karur,2644,High,Medium,Sunny,Yes,4165,193,Grade A,15,Supermarket,10,Low,112,112439
R04297,29-09-2026,Brinjal,Local,Trichy Market,Namakkal,4663,High,High,Rainy,Yes,1859,115,Grade B,3,Exporter,5,High,103,93652
R04298,22-06-2026,Brinjal,Premium,Karur Market,Dindigul,717,High,Low,Cloudy,Yes,4550,181,Grade A,14,Supermarket,6,Medium,101,115379
R04299,23-10-2026,Cucumber,Hybrid,Coimbatore Market,Dindigul,3914,Low,Low,Sunny,Yes,4471,127,Grade A,7,Wholesaler,18,Low,119,111102
R04300,30-08-2026,Chilli,Hybrid,Salem Market,Namakkal,587,Medium,High,Cloudy,Yes,2474,83,Grade B,12,Wholesaler,19,Medium,98,73220
R04301,08-05-2026,Brinjal,Premium,Tiruppur Market,Chennai,4750,Low,Low,Sunny,Yes,318,23,Grade B,4,Wholesaler,5,High,106,105852
R04302,06-04-2025,Cabbage,Premium,Chennai Market,Karur,4462,Low,Low,Sunny,No,4794,139,Grade B,12,Retailer,33,High,107,93687
R04303,27-06-2025,Carrot,Local,Madurai Market,Chennai,928,Low,Low,Rainy,No,1552,49,Grade B,8,Supermarket,24,Medium,90,69196
R04304,03-08-2025,Onion,Hybrid,Tiruppur Market,Karur,941,Low,Low,Rainy,Yes,1497,76,Grade B,1,Exporter,13,Low,106,83921
R04305,12-04-2025,Brinjal,Local,Trichy Market,Salem,1925,Medium,Medium,Cloudy,No,3012,179,Grade B,11,Retailer,29,Low,114,78625
R04306,19-10-2026,Carrot,Local,Erode Market,Tiruppur,2874,High,Medium,Rainy,No,3412,99,Grade B,2,Supermarket,37,Low,103,95319
R04307,05-02-2026,Cucumber,Hybrid,Chennai Market,Erode,3692,Low,High,Cloudy,No,1462,24,Grade A,13,Retailer,8,Medium,117,75127
R04308,06-04-2025,Brinjal,Hybrid,Salem Market,Salem,1128,High,High,Cloudy,No,1841,247,Grade A,12,Supermarket,6,Medium,99,89833
R04309,25-10-2025,Cucumber,Local,Karur Market,Coimbatore,2831,Medium,Low,Sunny,No,2041,137,Grade C,0,Supermarket,11,Low,114,102420
R04310,23-04-2026,Beetroot,Premium,Tiruppur Market,Erode,4943,Low,High,Rainy,No,4639,208,Grade C,13,Supermarket,37,High,92,83773
R04311,20-08-2025,Onion,Local,Karur Market,Namakkal,280,High,High,Cloudy,Yes,2931,119,Grade B,3,Exporter,32,Low,103,89457
R04312,25-11-2025,Cauliflower,Hybrid,Coimbatore Market,Dindigul,4408,Medium,Medium,Cloudy,No,1168,192,Grade B,5,Retailer,13,High,119,82215
R04313,12-01-2026,Potato,Premium,Karur Market,Chennai,3934,High,Medium,Sunny,Yes,2962,247,Grade B,2,Supermarket,2,Medium,106,135159
R04314,23-08-2026,Chilli,Hybrid,Erode Market,Erode,4550,High,High,Sunny,Yes,3317,178,Grade B,15,Wholesaler,18,High,91,114134
R04315,27-07-2026,Beetroot,Hybrid,Erode Market,Trichy,3407,Medium,Medium,Cloudy,No,1020,183,Grade B,10,Supermarket,2,Low,96,83912
R04316,07-04-2025,Beetroot,Local,Trichy Market,Salem,3253,High,Low,Rainy,No,3018,123,Grade A,7,Supermarket,30,Low,91,118840
R04317,19-04-2025,Cauliflower,Premium,Trichy Market,Chennai,638,High,Low,Sunny,No,708,49,Grade A,14,Wholesaler,3,Low,107,92137
R04318,29-04-2025,Cucumber,Hybrid,Namakkal Market,Tiruppur,520,Medium,Low,Rainy,No,1707,193,Grade B,4,Wholesaler,10,Medium,114,57561
R04319,05-08-2026,Beetroot,Premium,Chennai Market,Madurai,3722,Medium,Low,Sunny,Yes,4831,145,Grade B,6,Wholesaler,29,Low,104,132330
R04320,20-05-2025,Beetroot,Local,Tiruppur Market,Tiruppur,3892,Medium,Medium,Rainy,Yes,3180,245,Grade C,15,Wholesaler,2,Low,104,66910
R04321,28-11-2025,Pumpkin,Local,Namakkal Market,Trichy,3167,High,Low,Rainy,Yes,232,188,Grade B,4,Supermarket,34,Low,117,127882
R04322,29-03-2026,Cucumber,Local,Trichy Market,Dindigul,3538,Medium,Low,Rainy,No,1311,119,Grade C,2,Retailer,28,Low,104,90113
R04323,12-12-2026,Ladies Finger,Premium,Coimbatore Market,Coimbatore,2306,Medium,Low,Sunny,Yes,4547,244,Grade C,5,Wholesaler,38,Medium,108,93941
R04324,15-05-2026,Tomato,Premium,Namakkal Market,Namakkal,419,Low,Medium,Rainy,Yes,2658,180,Grade A,8,Supermarket,16,Low,91,91237
R04325,10-05-2025,Ladies Finger,Premium,Madurai Market,Salem,875,Low,Low,Cloudy,No,2362,214,Grade A,1,Wholesaler,22,High,113,86327
R04326,27-09-2025,Potato,Hybrid,Coimbatore Market,Dindigul,4318,Low,Low,Rainy,Yes,4665,20,Grade A,8,Wholesaler,2,Medium,93,111028
R04327,06-11-2025,Drumstick,Premium,Karur Market,Madurai,443,Medium,High,Cloudy,No,404,207,Grade C,4,Exporter,23,High,118,62967
R04328,06-09-2026,Chilli,Premium,Tiruppur Market,Karur,3120,High,Low,Rainy,No,2494,134,Grade C,9,Exporter,29,Medium,107,108754
R04329,09-06-2025,Potato,Local,Salem Market,Karur,3365,Medium,Low,Cloudy,Yes,2680,109,Grade B,14,Retailer,32,Medium,94,101683
R04330,01-02-2026,Cabbage,Premium,Karur Market,Trichy,537,Medium,Medium,Sunny,Yes,2410,93,Grade A,2,Retailer,28,High,91,85523
R04331,13-04-2025,Potato,Premium,Trichy Market,Erode,4642,Low,Low,Rainy,No,632,121,Grade B,5,Retailer,2,High,120,79312
R04332,14-02-2026,Ladies Finger,Premium,Salem Market,Tiruppur,1583,Low,Medium,Rainy,No,4041,51,Grade C,0,Wholesaler,4,Medium,96,51461
R04333,13-03-2025,Beetroot,Hybrid,Erode Market,Coimbatore,4945,Low,Medium,Cloudy,Yes,1691,154,Grade B,9,Retailer,23,Medium,117,97196
R04334,28-06-2026,Radish,Hybrid,Trichy Market,Salem,4795,Medium,High,Sunny,No,1616,201,Grade B,14,Wholesaler,32,High,96,98961
R04335,11-03-2025,Chilli,Premium,Dindigul Market,Namakkal,403,Medium,Low,Cloudy,No,3389,41,Grade A,6,Exporter,19,Medium,113,99334
R04336,29-12-2025,Beans,Local,Dindigul Market,Dindigul,724,High,Medium,Rainy,No,1838,77,Grade C,4,Retailer,17,Low,120,55924
R04337,04-04-2025,Onion,Hybrid,Coimbatore Market,Namakkal,4673,Low,Low,Cloudy,No,2759,157,Grade A,0,Exporter,4,Low,106,113012
R04338,16-08-2025,Drumstick,Premium,Trichy Market,Salem,3887,Low,High,Sunny,No,1371,81,Grade B,1,Exporter,20,High,111,111774
R04339,06-08-2026,Potato,Local,Salem Market,Chennai,3746,Low,Medium,Rainy,No,606,208,Grade A,8,Supermarket,11,Medium,93,84489
R04340,30-09-2025,Carrot,Premium,Trichy Market,Chennai,3613,Medium,Medium,Cloudy,Yes,4141,25,Grade C,1,Retailer,9,High,119,89084
R04341,15-02-2025,Cauliflower,Local,Madurai Market,Chennai,4147,Medium,High,Rainy,No,2437,157,Grade B,10,Exporter,30,Medium,103,92873
R04342,15-10-2025,Cauliflower,Premium,Tiruppur Market,Namakkal,3189,Medium,Medium,Cloudy,Yes,2000,82,Grade C,3,Exporter,38,High,120,114598
R04343,13-10-2025,Cucumber,Local,Madurai Market,Salem,2571,Low,Low,Sunny,No,2295,195,Grade B,6,Wholesaler,19,High,99,80943
R04344,09-12-2026,Pumpkin,Local,Erode Market,Trichy,3369,Low,Low,Sunny,No,4887,136,Grade A,10,Retailer,4,Medium,116,88596
R04345,30-05-2026,Onion,Premium,Karur Market,Madurai,3560,Medium,Low,Cloudy,No,4961,19,Grade B,2,Wholesaler,31,Medium,101,107635
R04346,29-07-2025,Ladies Finger,Hybrid,Dindigul Market,Coimbatore,397,Medium,Medium,Rainy,Yes,2293,28,Grade A,1,Exporter,23,Low,120,100512
R04347,28-08-2026,Cabbage,Local,Madurai Market,Chennai,2331,Medium,Low,Sunny,No,2454,14,Grade A,9,Wholesaler,10,High,116,85467
R04348,14-02-2025,Pumpkin,Premium,Karur Market,Chennai,4898,Medium,Low,Sunny,Yes,1387,207,Grade C,3,Supermarket,22,High,101,119132
R04349,12-08-2026,Ladies Finger,Premium,Chennai Market,Dindigul,1516,Medium,Low,Rainy,No,1111,115,Grade B,10,Supermarket,14,Medium,115,87688
R04350,17-02-2025,Onion,Premium,Erode Market,Erode,3953,Low,Low,Sunny,Yes,2238,43,Grade C,11,Wholesaler,35,Low,102,104323
R04351,14-03-2025,Cucumber,Hybrid,Trichy Market,Dindigul,1092,Medium,High,Sunny,Yes,3627,91,Grade A,9,Retailer,5,Low,117,70464
R04352,29-10-2025,Cucumber,Hybrid,Karur Market,Namakkal,1556,Medium,Low,Sunny,No,2121,127,Grade A,5,Retailer,24,Low,107,107431
R04353,21-09-2025,Cabbage,Local,Madurai Market,Chennai,2768,High,High,Rainy,No,3979,62,Grade A,6,Retailer,10,Low,96,74638
R04354,18-03-2025,Radish,Local,Trichy Market,Madurai,2190,High,High,Cloudy,No,3380,37,Grade C,3,Wholesaler,25,Low,92,74065
R04355,09-12-2025,Carrot,Premium,Trichy Market,Trichy,218,Medium,Low,Sunny,No,3633,191,Grade A,4,Retailer,22,High,107,91553
R04356,09-10-2025,Ladies Finger,Premium,Trichy Market,Trichy,3800,Medium,Low,Rainy,Yes,3687,237,Grade A,0,Exporter,19,High,93,121627
R04357,26-07-2025,Drumstick,Premium,Madurai Market,Chennai,2029,Low,High,Sunny,No,2455,21,Grade B,11,Retailer,33,Low,111,76428
R04358,04-01-2025,Beans,Premium,Chennai Market,Tiruppur,3110,High,Low,Cloudy,No,2337,135,Grade C,7,Exporter,36,High,119,119054
R04359,20-01-2026,Onion,Local,Madurai Market,Chennai,4369,Medium,High,Sunny,No,237,127,Grade A,1,Retailer,31,Low,108,111946
R04360,14-09-2025,Pumpkin,Premium,Karur Market,Chennai,3265,Low,Medium,Cloudy,No,3820,54,Grade A,6,Exporter,12,High,106,111145
R04361,11-02-2026,Carrot,Local,Karur Market,Dindigul,3859,Medium,Medium,Cloudy,Yes,1166,176,Grade A,5,Retailer,19,Low,117,117677
R04362,29-12-2026,Cabbage,Premium,Madurai Market,Dindigul,1962,High,Medium,Sunny,No,1594,136,Grade C,4,Retailer,23,Medium,101,100763
R04363,02-10-2026,Beetroot,Hybrid,Coimbatore Market,Trichy,540,Low,High,Rainy,No,2506,83,Grade B,14,Retailer,25,Medium,107,35366
R04364,22-03-2025,Carrot,Local,Chennai Market,Namakkal,4380,Low,High,Rainy,Yes,2396,226,Grade C,9,Wholesaler,15,Medium,114,75220
R04365,15-02-2025,Cauliflower,Premium,Karur Market,Trichy,1863,High,Low,Rainy,Yes,3389,11,Grade B,4,Exporter,13,High,112,121031
R04366,01-06-2025,Carrot,Premium,Erode Market,Dindigul,1224,High,Medium,Cloudy,No,2482,95,Grade B,11,Exporter,1,Low,111,97857
R04367,05-05-2025,Pumpkin,Premium,Karur Market,Tiruppur,4231,Medium,Medium,Rainy,Yes,4089,157,Grade C,9,Retailer,12,High,110,79286
R04368,27-02-2026,Brinjal,Hybrid,Trichy Market,Karur,1164,Medium,Medium,Sunny,No,860,248,Grade C,3,Supermarket,8,High,97,65235
R04369,13-02-2026,Brinjal,Hybrid,Namakkal Market,Namakkal,1417,High,Low,Sunny,No,2743,16,Grade C,3,Supermarket,29,High,90,102837
R04370,24-07-2026,Potato,Local,Erode Market,Dindigul,3188,Low,Medium,Rainy,Yes,3090,136,Grade C,4,Supermarket,17,High,95,74119
R04371,29-03-2026,Onion,Premium,Karur Market,Coimbatore,2267,Medium,Medium,Rainy,Yes,1639,242,Grade C,11,Retailer,11,Low,110,75463
R04372,22-11-2026,Beans,Hybrid,Trichy Market,Namakkal,3165,Medium,High,Rainy,Yes,3407,92,Grade A,6,Exporter,2,Medium,104,100992
R04373,13-02-2025,Radish,Local,Madurai Market,Namakkal,1108,High,High,Sunny,No,385,101,Grade C,5,Retailer,9,Low,119,51003
R04374,13-08-2025,Drumstick,Hybrid,Karur Market,Erode,2068,High,High,Rainy,No,2911,26,Grade C,13,Wholesaler,17,Medium,94,59192
R04375,28-09-2025,Tomato,Hybrid,Chennai Market,Karur,4739,Medium,Low,Sunny,No,719,207,Grade C,10,Supermarket,11,Low,109,114010
R04376,09-06-2025,Ladies Finger,Hybrid,Namakkal Market,Coimbatore,1591,Medium,High,Rainy,No,3109,148,Grade B,10,Supermarket,9,Low,116,73188
R04377,08-02-2025,Cabbage,Hybrid,Karur Market,Namakkal,1556,High,Low,Sunny,No,3869,66,Grade A,11,Wholesaler,30,Low,117,100299
R04378,10-10-2026,Cauliflower,Premium,Madurai Market,Salem,1788,Low,Low,Rainy,Yes,3808,26,Grade C,11,Supermarket,31,Medium,96,83051
R04379,16-05-2025,Ladies Finger,Hybrid,Erode Market,Tiruppur,3491,Low,Low,Cloudy,No,4072,74,Grade C,12,Wholesaler,32,Medium,116,86090
R04380,19-05-2026,Tomato,Local,Coimbatore Market,Madurai,3490,Medium,Low,Rainy,No,641,37,Grade B,14,Retailer,30,Medium,119,89047
R04381,30-05-2026,Brinjal,Local,Chennai Market,Madurai,646,High,High,Rainy,No,2919,144,Grade B,5,Wholesaler,33,High,110,67376
R04382,26-04-2026,Cauliflower,Premium,Erode Market,Namakkal,1385,Medium,Medium,Cloudy,Yes,285,67,Grade B,2,Retailer,24,High,120,85771
R04383,25-07-2026,Potato,Premium,Namakkal Market,Coimbatore,2030,Medium,Low,Cloudy,Yes,2405,176,Grade C,14,Supermarket,22,Low,117,90381
R04384,21-01-2025,Ladies Finger,Hybrid,Coimbatore Market,Tiruppur,2290,High,Medium,Sunny,No,788,168,Grade A,10,Wholesaler,19,Medium,93,117387
R04385,10-04-2025,Cabbage,Hybrid,Chennai Market,Salem,2231,High,Low,Sunny,No,4788,211,Grade C,5,Retailer,8,Medium,107,75156
R04386,07-03-2025,Onion,Local,Coimbatore Market,Karur,1970,High,Medium,Sunny,Yes,810,201,Grade B,10,Retailer,23,Low,94,112206
R04387,30-07-2025,Brinjal,Hybrid,Coimbatore Market,Karur,4726,Medium,Low,Rainy,No,814,236,Grade C,6,Exporter,25,Medium,115,115874
